name,id,type,entry_url,north,south,east,west,url,fields
LandAbs1.5.monthly.nc,synth:c74267a4-dcdd-4c30-ad10-784a279aa022:L0NhbHRlY2hHcmF5L0xhbmQ0eENPMi9MYW5kQWJzMS41Lm1vbnRobHkubmM=,file,https://weather.rsmas.miami.edu:443/repository/entry/show?entryid=synth%3Ac74267a4-dcdd-4c30-ad10-784a279aa022%3AL0NhbHRlY2hHcmF5L0xhbmQ0eENPMi9MYW5kQWJzMS41Lm1vbnRobHkubmM%3D,-999999.0,-999999.0,-999999.0,-999999.0,https://weather.rsmas.miami.edu:443/repository/entry/get/LandAbs1.5.monthly.nc?entryid=synth%3Ac74267a4-dcdd-4c30-ad10-784a279aa022%3AL0NhbHRlY2hHcmF5L0xhbmQ0eENPMi9MYW5kQWJzMS41Lm1vbnRobHkubmM%3D,
