name,id,type,entry_url,north,south,east,west,url,fields
Land4xCO2_monthly.nc,synth:c74267a4-dcdd-4c30-ad10-784a279aa022:L0NBTTMvTGFuZDR4Q08yL0xhbmQ0eENPMl9tb250aGx5Lm5j,file,https://weather.rsmas.miami.edu:443/repository/entry/show?entryid=synth%3Ac74267a4-dcdd-4c30-ad10-784a279aa022%3AL0NBTTMvTGFuZDR4Q08yL0xhbmQ0eENPMl9tb250aGx5Lm5j,-999999.0,-999999.0,-999999.0,-999999.0,https://weather.rsmas.miami.edu:443/repository/entry/get/Land4xCO2_monthly.nc?entryid=synth%3Ac74267a4-dcdd-4c30-ad10-784a279aa022%3AL0NBTTMvTGFuZDR4Q08yL0xhbmQ0eENPMl9tb250aGx5Lm5j,
