name,id,type,entry_url,north,south,east,west,url,fields
Aqua_SOM_newmpas_cam4_240km_landcontrol.cam.h0.004601-008512.nc,synth:c74267a4-dcdd-4c30-ad10-784a279aa022:L01QQVMvTGFuZENvbnRyb2wvQW1vbi9BcXVhX1NPTV9uZXdtcGFzX2NhbTRfMjQwa21fbGFuZGNvbnRyb2wuY2FtLmgwLjAwNDYwMS0wMDg1MTIubmM=,file,https://weather.rsmas.miami.edu:443/repository/entry/show?entryid=synth%3Ac74267a4-dcdd-4c30-ad10-784a279aa022%3AL01QQVMvTGFuZENvbnRyb2wvQW1vbi9BcXVhX1NPTV9uZXdtcGFzX2NhbTRfMjQwa21fbGFuZGNvbnRyb2wuY2FtLmgwLjAwNDYwMS0wMDg1MTIubmM%3D,-999999.0,-999999.0,-999999.0,-999999.0,https://weather.rsmas.miami.edu:443/repository/entry/get/Aqua_SOM_newmpas_cam4_240km_landcontrol.cam.h0.004601-008512.nc?entryid=synth%3Ac74267a4-dcdd-4c30-ad10-784a279aa022%3AL01QQVMvTGFuZENvbnRyb2wvQW1vbi9BcXVhX1NPTV9uZXdtcGFzX2NhbTRfMjQwa21fbGFuZGNvbnRyb2wuY2FtLmgwLjAwNDYwMS0wMDg1MTIubmM%3D,
